name,content,rater_id,natural_rating,abstract_rating,condition,sentence_source,stimuli_type,gender,age,model_batch,im_r,im_i,choices_r,choices_i,targets_r,targets_i
or18,It is no longer a given that a Republican politician will automatically dismiss conspiracy theories linked to QAnon or accept the results of an election.,256,3.0,2.0,relevant,news,original,Male,33.0,batch2,im18,im33,"the elephant,the check mark,the building with a dome","the torch,the sun,the hole on the ceiling",the elephant,the torch
or18,It is no longer a given that a Republican politician will automatically dismiss conspiracy theories linked to QAnon or accept the results of an election.,255,3.0,3.0,relevant,news,original,Male,34.0,batch2,im18,im33,"the elephant,the check mark,the building with a dome","the torch,the sun,the hole on the ceiling",the elephant,the torch
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,201,4.0,1.0,irrelevant,news,original,Female,27.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,205,3.0,2.0,irrelevant,news,original,Male,38.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,216,4.0,1.0,irrelevant,news,original,Male,43.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,197,4.0,1.0,irrelevant,news,original,Male,66.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,202,4.0,1.0,irrelevant,news,original,Male,32.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,207,4.0,2.0,irrelevant,news,original,Female,46.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,206,3.0,1.0,irrelevant,news,original,Male,51.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,209,3.0,2.0,irrelevant,news,original,Female,37.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,198,4.0,3.0,irrelevant,news,original,Male,37.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,211,3.0,1.0,irrelevant,news,original,Female,24.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,203,4.0,1.0,irrelevant,news,original,Female,31.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,196,3.0,1.0,irrelevant,news,original,Female,31.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,208,4.0,1.0,irrelevant,news,original,Male,42.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,215,4.0,1.0,irrelevant,news,original,Male,29.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,217,3.0,2.0,irrelevant,news,original,Male,25.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,210,4.0,1.0,irrelevant,news,original,Male,65.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,204,4.0,1.0,irrelevant,news,original,Female,62.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,200,2.0,2.0,irrelevant,news,original,Female,42.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,212,4.0,2.0,irrelevant,news,original,Female,61.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,214,3.0,1.0,irrelevant,news,original,Female,54.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,213,4.0,1.0,irrelevant,news,original,Female,56.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,199,4.0,2.0,irrelevant,news,original,Male,24.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,223,4.0,2.0,n,news,original,Male,40.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,227,4.0,2.0,n,news,original,Female,54.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,219,4.0,1.0,n,news,original,Female,64.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,224,3.0,1.0,n,news,original,,,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,228,4.0,1.0,n,news,original,Female,64.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,230,4.0,1.0,n,news,original,Male,52.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,220,4.0,1.0,n,news,original,Female,54.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,225,4.0,1.0,n,news,original,Male,42.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,239,4.0,1.0,n,news,original,Female,74.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,218,3.0,1.0,n,news,original,Male,58.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,229,4.0,1.0,n,news,original,Male,28.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,237,4.0,2.0,n,news,original,Female,51.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,232,3.0,1.0,n,news,original,Male,51.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,238,4.0,1.0,n,news,original,Male,46.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,231,4.0,3.0,n,news,original,Male,59.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,226,3.0,2.0,n,news,original,Male,55.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,222,4.0,1.0,n,news,original,Female,55.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,233,4.0,1.0,n,news,original,Male,61.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,236,4.0,2.0,n,news,original,Female,40.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,235,3.0,2.0,n,news,original,Female,54.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,234,3.0,2.0,n,news,original,Male,47.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,221,3.0,1.0,n,news,original,Female,35.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,245,3.0,2.0,relevant,news,original,Male,42.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,249,4.0,2.0,relevant,news,original,Male,50.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,261,4.0,1.0,relevant,news,original,Female,57.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,241,4.0,2.0,relevant,news,original,Female,66.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,246,4.0,1.0,relevant,news,original,Male,35.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,251,4.0,1.0,relevant,news,original,,,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,250,3.0,1.0,relevant,news,original,Female,32.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,253,4.0,3.0,relevant,news,original,Male,53.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,242,3.0,3.0,relevant,news,original,Male,28.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,256,3.0,1.0,relevant,news,original,Male,33.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,247,3.0,1.0,relevant,news,original,,,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,263,4.0,1.0,relevant,news,original,Male,36.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,240,4.0,1.0,relevant,news,original,Female,63.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,252,4.0,1.0,relevant,news,original,Female,42.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,260,4.0,1.0,relevant,news,original,Male,40.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,255,4.0,4.0,relevant,news,original,Male,34.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,262,4.0,1.0,relevant,news,original,Female,28.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,254,4.0,1.0,relevant,news,original,Female,43.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,248,3.0,2.0,relevant,news,original,Female,57.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,244,4.0,1.0,relevant,news,original,Male,59.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,257,4.0,1.0,relevant,news,original,Male,36.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,259,4.0,1.0,relevant,news,original,Female,75.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,258,3.0,1.0,relevant,news,original,Female,26.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or19,But the challenges have also opened up an opportunity to improve schools that weren't working all that well before the pandemic either.,243,4.0,1.0,relevant,news,original,Female,37.0,batch2,im19,im34,"the man in a wheelchair,the tree,the laptops","the mug,the hands,the window",the laptops,the mug
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",209,4.0,1.0,irrelevant,book,original,Female,37.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",211,3.0,2.0,irrelevant,book,original,Female,24.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",213,4.0,1.0,irrelevant,book,original,Female,56.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",216,2.0,3.0,irrelevant,book,original,Male,43.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",201,4.0,1.0,irrelevant,book,original,Female,27.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",205,2.0,3.0,irrelevant,book,original,Male,38.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",197,3.0,2.0,irrelevant,book,original,Male,66.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",207,4.0,3.0,irrelevant,book,original,Female,46.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",206,4.0,1.0,irrelevant,book,original,Male,51.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",217,4.0,2.0,irrelevant,book,original,Male,25.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",214,4.0,4.0,irrelevant,book,original,Female,54.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",199,3.0,2.0,irrelevant,book,original,Male,24.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",212,4.0,2.0,irrelevant,book,original,Female,61.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",200,3.0,2.0,irrelevant,book,original,Female,42.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",215,3.0,2.0,irrelevant,book,original,Male,29.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",208,4.0,2.0,irrelevant,book,original,Male,42.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",196,4.0,1.0,irrelevant,book,original,Female,31.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",203,4.0,1.0,irrelevant,book,original,Female,31.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",198,3.0,2.0,irrelevant,book,original,Male,37.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",204,4.0,1.0,irrelevant,book,original,Female,62.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",210,4.0,4.0,irrelevant,book,original,Male,65.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",202,4.0,1.0,irrelevant,book,original,Male,32.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",230,3.0,2.0,n,book,original,Male,52.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",234,2.0,2.0,n,book,original,Male,47.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",223,3.0,4.0,n,book,original,Male,40.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",227,4.0,4.0,n,book,original,Female,54.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",219,4.0,4.0,n,book,original,Female,64.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",228,1.0,3.0,n,book,original,Female,64.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",238,4.0,3.0,n,book,original,Male,46.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",235,4.0,3.0,n,book,original,Female,54.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",236,3.0,3.0,n,book,original,Female,40.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",221,4.0,4.0,n,book,original,Female,35.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",233,3.0,1.0,n,book,original,Male,61.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",222,4.0,1.0,n,book,original,Female,55.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",232,4.0,4.0,n,book,original,Male,51.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",237,4.0,4.0,n,book,original,Female,51.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",229,4.0,2.0,n,book,original,Male,28.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",218,4.0,1.0,n,book,original,Male,58.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",225,4.0,2.0,n,book,original,Male,42.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",220,4.0,2.0,n,book,original,Female,54.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",239,4.0,1.0,n,book,original,Female,74.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",226,4.0,3.0,n,book,original,Male,55.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",231,4.0,3.0,n,book,original,Male,59.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",224,3.0,2.0,n,book,original,,,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",253,3.0,3.0,relevant,book,original,Male,53.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",256,3.0,4.0,relevant,book,original,Male,33.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",261,4.0,1.0,relevant,book,original,Female,57.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",245,4.0,1.0,relevant,book,original,Male,42.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",249,2.0,3.0,relevant,book,original,Male,50.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
